20220127,北美洲,美国,73449185,443072,894880,2611,45119980,291023,27434325,149438,0,0,0
20220127,亚洲,印度,40085116,285914,491154,692,37370971,299073,2222991,-13851,0,0,0
20220127,南美洲,巴西,24334072,199126,623901,489,21926277,74355,1783894,124282,0,0,0
20220127,欧洲,法国,17302548,501635,129489,467,10792735,331859,6380324,169309,0,0,0
20220127,欧洲,英国,16047027,94096,154356,439,12593244,188276,3299427,-94619,0,0,0
20220127,欧洲,俄罗斯,11241109,67809,327448,681,10071740,26404,841921,40724,0,0,0
20220127,亚洲,土耳其,11090493,76341,86299,174,10398701,82203,605493,-6036,0,0,0
20220127,欧洲,意大利,10216355,190474,144408,350,7379112,231500,2692835,-41376,0,0,0
20220127,欧洲,西班牙,9395767,114877,92376,382,5679668,53655,3623723,60840,0,0,0
20220127,欧洲,德国,8956515,148408,117699,184,7331200,58100,1507616,90124,0,0,0
20220127,南美洲,阿根廷,8041520,100863,119703,259,7084885,96907,836932,3697,0,0,0
20220127,亚洲,伊朗,6267559,9378,132274,23,6085073,2314,50212,7041,0,0,0
20220127,南美洲,哥伦比亚,5780910,19512,132737,260,5511881,34658,136292,-15406,0,0,0
20220127,北美洲,墨西哥,4685767,17938,303301,118,3761113,56665,621353,-38845,0,0,0
20220127,欧洲,波兰,4584356,36991,104097,252,3866914,5006,613345,31733,0,0,0
20220127,亚洲,印度尼西亚,4294183,4878,144247,20,4125080,869,24856,3989,0,0,0
20220127,欧洲,荷兰,4008459,54160,21227,8,3043791,11878,943441,42274,0,0,0
20220127,欧洲,乌克兰,3889488,19118,99443,161,3591201,5863,198844,13094,0,0,0
20220127,非洲,南非,3585888,3197,94397,132,3418123,4197,73368,-1132,0,0,0
20220127,亚洲,菲律宾,3459504,17535,53598,79,3158507,33054,247399,-15598,0,0,0
20220127,南美洲,秘鲁,3020756,44496,204587,183,0,0,2816169,44313,0,0,0
20220127,北美洲,加拿大,2961076,13897,32966,180,2667279,22918,260831,-9201,0,0,0
20220127,亚洲,马来西亚,2840225,4066,31918,16,2762608,3559,45699,491,0,0,0
20220127,欧洲,比利时,2830719,41857,28835,18,2012650,10552,789234,31287,0,0,0
20220127,欧洲,捷克,2794347,30367,37087,18,2538096,12757,219164,17592,0,0,0
20220127,亚洲,以色列,2488924,64094,8488,7,1865189,0,615247,64087,0,0,0
20220127,亚洲,泰国,2391357,6718,22060,12,2287768,7659,81529,-953,0,0,0
20220127,欧洲,葡萄牙,2312240,57657,19661,48,1780008,54666,512571,2943,0,0,0
20220127,大洋洲,澳大利亚,2289893,49048,3225,71,1265419,0,1021249,48977,0,0,0
20220127,亚洲,日本,2216829,47176,18523,17,1838915,24827,359391,22332,0,0,0
20220127,亚洲,越南,2171527,15743,37010,126,1904069,62889,230448,-47272,0,0,0
20220127,亚洲,伊拉克,2167686,7693,24309,9,2084203,3025,59174,4659,0,0,0
20220127,欧洲,罗马尼亚,2048896,19685,59632,44,1827324,6581,161940,13060,0,0,0
20220127,欧洲,瑞士,2016021,40193,12748,8,1240937,6451,762336,33734,0,0,0
20220127,南美洲,智利,2001346,17156,39543,8,1760745,1132,201058,16016,0,0,0
20220127,欧洲,瑞典,1973485,44944,15734,2,1272829,4163,684922,40779,0,0,0
20220127,欧洲,希腊,1830263,17409,22852,104,1590121,20296,217290,-2991,0,0,0
20220127,亚洲,孟加拉,1715997,16033,28256,18,1558954,1095,128787,14920,0,0,0
20220127,欧洲,奥地利,1650597,24946,14019,19,1410808,18275,225770,6652,0,0,0
20220127,欧洲,塞尔维亚,1579847,19901,13340,34,1321688,7504,244819,12363,0,0,0
20220127,欧洲,匈牙利,1451102,9717,41018,74,1216454,7325,193630,2318,0,0,0
20220127,欧洲,丹麦,1425245,43734,3635,14,973659,20924,447951,22796,0,0,0
20220127,亚洲,巴基斯坦,1381152,6352,29122,17,1269634,556,82396,5779,0,0,0
20220127,亚洲,哈萨克斯坦,1166697,9016,13153,11,1000550,6610,152994,2395,0,0,0
20220127,亚洲,约旦,1164339,11813,13102,14,1093798,3717,57439,8082,0,0,0
20220127,欧洲,爱尔兰,1153666,4006,6087,0,709639,10404,437940,-6398,0,0,0
20220127,非洲,摩洛哥,1107525,6362,15201,34,1033693,9802,58631,-3474,0,0,0
20220127,亚洲,格鲁吉亚,1075154,15762,14774,42,972745,5160,87635,10560,0,0,0
20220127,北美洲,古巴,1028183,2764,8373,6,1003245,3409,16565,-651,0,0,0
20220127,欧洲,斯洛伐克,929541,8120,17698,23,848737,2563,63106,5534,0,0,0
20220127,亚洲,尼泊尔,927880,9432,11667,8,827279,3040,88934,6384,0,0,0
20220127,欧洲,保加利亚,903676,12399,32869,73,653678,2688,217129,9638,0,0,0
20220127,欧洲,克罗地亚,887362,8471,13502,51,814994,6627,58866,1793,0,0,0
20220127,亚洲,黎巴嫩,874144,7250,9513,14,682977,0,181654,7236,0,0,0
20220127,非洲,突尼斯,856739,2834,25999,11,724864,4854,105876,-2031,0,0,0
20220127,亚洲,阿联酋,830832,2504,2224,5,770423,965,58185,1534,0,0,0
20220127,南美洲,玻利维亚,820583,6974,20671,41,654355,6588,145557,345,0,0,0
20220127,亚洲,韩国,749979,8566,6588,23,604266,2143,139125,6400,0,0,0
20220127,欧洲,白俄罗斯,730207,1403,5959,10,722295,1074,1953,319,0,0,0
20220127,南美洲,厄瓜多尔,681382,0,34329,0,0,0,647053,0,0,0,0
20220127,北美洲,危地马拉,673559,3070,16285,13,623101,2243,34173,814,0,0,0
20220127,欧洲,挪威,665567,24429,1416,2,88952,0,575199,24427,0,0,0
20220127,亚洲,沙特阿拉伯,661733,4541,8924,2,611342,5212,41467,-673,0,0,0
20220127,北美洲,哥斯达黎加,661684,5859,7492,9,571971,221,82221,5629,0,0,0
